declarationType,incidentType,disasterName,disasterNumber,incidentBeginDate,incidentEndDate,stateCode,stateName
Major Disaster,Severe Storm(s),"SEVERE STORMS, FLOODING, MUDSLIDES, AND LANDSLIDES ASSOC W TS OTTO",1946,2010-10-04,2010-10-08,PR,Puerto Rico                   
Major Disaster,Severe Storm(s),"SEVERE STORMS, FLOODING, AND STRAIGHT-LINE WINDS ",1942,2010-09-27,2010-10-01,NC,North Carolina                
Fire Management,Fire,HASKELL COUNTY FIRE,2878,2011-04-03,2011-04-04,KS,Kansas                        
Major Disaster,Snow,SEVERE WINTER STORM AND SNOWSTORM,1954,2010-12-26,2010-12-27,NJ,New Jersey                    
Fire Management,Fire,COFFMAN FIRE,2861,2011-02-19,,VA,Virginia                      
Fire Management,Fire,FOUR MILE CANYON FIRE,2855,2010-09-06,2010-09-17,CO,Colorado                      
Fire Management,Fire,CANYON FIRE,2858,2010-09-14,2010-09-20,CA,California                    
Fire Management,Fire,CROWN FIRE,2851,2010-07-29,2010-08-03,CA,California                    
Fire Management,Fire,WEST FIRE,2850,2010-07-27,2010-08-02,CA,California                    
Major Disaster,Severe Storm(s),SEVERE STORMS AND FLOODING,1920,2010-03-12,2010-04-01,ME,Maine                         
Major Disaster,Severe Storm(s),SEVERE STORMS AND FLOODING,1924,2010-06-01,2010-08-29,NE,Nebraska                      
Major Disaster,Tornado,"SEVERE STORMS, TORNADOES, AND FLOODING",1921,2010-06-17,2010-06-26,MN,Minnesota                     
Major Disaster,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES",1932,2010-06-07,2010-07-21,KS,Kansas                        
Major Disaster,Severe Storm(s),SEVERE STORMS AND FLOODING,1927,2010-06-02,2010-06-10,ID,Idaho                         
Major Disaster,Severe Storm(s),"SEVERE STORMS, FLOODING, AND MUDSLIDES",1925,2010-07-17,2010-07-30,KY,Kentucky                      
Major Disaster,Earthquake,EARTHQUAKE,1911,2010-04-04,2010-07-04,CA,California                    
Major Disaster,Flood,"SEVERE STORMS, ICE JAMS, AND FLOODING",1902,2010-03-06,2010-04-03,NE,Nebraska                      
Major Disaster,Flood,FLOODING,1923,2010-06-04,2010-06-18,WY,Wyoming                       
Major Disaster,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",1933,2010-07-20,2010-07-24,WI,Wisconsin                     
Major Disaster,Severe Storm(s),SEVERE STORMS AND FLOODING,1922,2010-06-15,2010-07-30,MT,Montana                       
Fire Management,Fire,RIO FIRE,2843,2010-06-01,,NM,New Mexico                    
Major Disaster,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",1916,2010-05-01,2010-05-02,MS,Mississippi                   
Fire Management,Fire,HARDY FIRE,2845,2010-06-19,2010-06-30,AZ,Arizona                       
Fire Management,Fire,BULL FIRE,2849,2010-07-26,2010-07-30,CA,California                    
Major Disaster,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES",1930,2010-06-01,2010-08-31,IA,Iowa                          
Major Disaster,Severe Storm(s),"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",1926,2010-06-13,2010-06-15,OK,Oklahoma                      
Major Disaster,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",1929,2010-06-16,2010-06-24,SD,South Dakota                  
Major Disaster,Flood,FLOODING,1907,2010-02-26,2010-07-15,ND,North Dakota                  
Emergency,Hurricane,TROPICAL STORM ALEX,3313,2010-06-27,2010-08-14,TX,Texas                         
Major Disaster,Severe Storm(s),SEVERE STORMS AND FLOODING,1919,2010-05-26,2010-05-31,PR,Puerto Rico                   
Emergency,Flood,FLOODING,3310,2010-03-01,2010-04-26,MN,Minnesota                     
Major Disaster,Severe Storm(s),SEVERE STORMS AND FLOODING,1897,2010-03-12,2010-04-15,NJ,New Jersey                    
Major Disaster,Snow,SEVERE WINTER STORMS AND SNOWSTORMS,1910,2010-02-05,2010-02-11,MD,Maryland                      
Fire Management,Fire,MAALAEA FIRE,2844,2010-06-08,2010-06-13,HI,Hawaii                        
Major Disaster,Severe Storm(s),SEVERE WINTER STORMS AND FLOODING,1888,2010-01-18,2010-01-22,AZ,Arizona                       
Major Disaster,Snow,SEVERE WINTER STORMS AND SNOWSTORMS,1896,2010-02-05,2010-02-11,DE,Delaware                      
Major Disaster,Snow,SEVERE WINTER STORMS AND SNOWSTORMS,1905,2010-02-05,2010-02-11,VA,Virginia                      
Major Disaster,Severe Storm(s),SEVERE WINTER STORM,1914,2010-04-02,2010-04-02,SD,South Dakota                  
Major Disaster,Severe Ice Storm,SEVERE WINTER STORM,1883,2010-01-28,2010-01-30,OK,Oklahoma                      
Major Disaster,Severe Storm(s),SEVERE WINTER STORM,1891,2010-02-23,2010-03-02,ME,Maine                         
Major Disaster,Severe Storm(s),"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",1908,2010-04-24,2010-04-25,AL,Alabama                       
Major Disaster,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND STRAIGHT-LINE WINDS",1917,2010-05-10,2010-05-13,OK,Oklahoma                      
Major Disaster,Hurricane,HURRICANE ALEX,1931,2010-06-30,2010-08-14,TX,Texas                         
Major Disaster,Severe Storm(s),SEVERE STORMS AND  FLOODING,1895,2010-03-12,2010-04-26,MA,Massachusetts                 
Fire Management,Fire,CABAZON FIRE,2842,2010-05-23,,NM,New Mexico                    
Fire Management,Fire,CATHEDRAL FIRE,2847,2010-07-01,2010-07-06,NV,Nevada                        
Major Disaster,Severe Storm(s),SEVERE STORMS AND  FLOODING,1894,2010-03-12,2010-04-12,RI,Rhode Island                  
Major Disaster,Snow,SEVERE WINTER STORMS AND SNOWSTORMS,1903,2010-02-05,2010-02-11,WV,West Virginia                 
Major Disaster,Severe Storm(s),SEVERE WINTER STORM,1892,2010-02-23,2010-03-03,NH,New Hampshire                 
Major Disaster,Severe Storm(s),SEVERE WINTER STORM,1880,2010-01-19,2010-01-26,IA,Iowa                          
Major Disaster,Flood,FLOODING ,1915,2010-03-10,2010-06-20,SD,South Dakota                  
Major Disaster,Severe Storm(s),SEVERE WINTER STORMS AND SNOWSTORM,1885,2009-12-22,2010-01-08,KS,Kansas                        
Major Disaster,Severe Storm(s),"SEVERE STORMS, FLOODING, MUDSLIDES, AND LANDSLIDES",1893,2010-03-12,2010-04-09,WV,West Virginia                 
Major Disaster,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",1906,2010-04-23,2010-04-24,MS,Mississippi                   
Major Disaster,Severe Storm(s),"SEVERE STORMS, FLOODING, STRAIGHT-LINE WINDS, AND TORNADOES ",1909,2010-04-30,2010-05-18,TN,Tennessee                     
Major Disaster,Severe Storm(s),"SEVERE WINTER STORMS, FLOODING, AND DEBRIS AND MUD FLOWS",1884,2010-01-17,2010-02-06,CA,California                    
Emergency,Flood,FLOODING,3309,2010-02-26,2010-04-30,ND,North Dakota                  
Major Disaster,Severe Storm(s),SEVERE STORMS AND FLOODING,1913,2010-03-14,2010-03-31,NH,New Hampshire                 
Major Disaster,Flood,FLOODING,1900,2010-03-01,2010-04-26,MN,Minnesota                     
Major Disaster,Severe Storm(s),SEVERE WINTER STORMS AND SNOWSTORMS,1890,2010-02-05,2010-02-11,DC,District of Columbia          
Major Disaster,Severe Storm(s),SEVERE WINTER STORMS AND SNOWSTORM,1877,2009-12-23,2009-12-27,IA,Iowa                          
Fire Management,Fire,SHULTZ FIRE,2846,2010-06-20,2010-06-26,AZ,Arizona                       
Major Disaster,Severe Storm(s),SEVERE STORMS AND FLOODING,1904,2010-03-12,2010-05-17,CT,Connecticut                   
Major Disaster,Snow,SEVERE WINTER STORMS AND SNOWSTORMS,1898,2010-02-05,2010-02-11,PA,Pennsylvania                  
Major Disaster,Severe Storm(s),SEVERE STORMS AND FLOODING,1928,2010-05-12,2010-05-13,IA,Iowa                          
Major Disaster,Severe Storm(s),SEVERE WINTER STORM,1887,2010-01-20,2010-01-26,SD,South Dakota                  
Major Disaster,Severe Storm(s),"SEVERE STORMS, FLOODING, MUDSLIDES, AND TORNADOES",1912,2010-05-01,2010-06-01,KY,Kentucky                      
Major Disaster,Snow,SEVERE WINTER STORM AND SNOWSTORM,1881,2009-12-18,2009-12-20,WV,West Virginia                 
Major Disaster,Snow,SEVERE WINTER STORM AND SNOWSTORM,1889,2010-02-05,2010-02-06,NJ,New Jersey                    
Major Disaster,Severe Storm(s),SEVERE WINTER STORM,1901,2010-04-01,2010-04-03,ND,North Dakota                  
Major Disaster,Snow,SEVERE WINTER STORM AND SNOWSTORM,1882,2009-12-18,2009-12-20,DC,District of Columbia          
Major Disaster,Severe Storm(s),SEVERE WINTER STORM,1879,2010-01-20,2010-01-25,ND,North Dakota                  
Emergency,Severe Storm(s),SEVERE STORMS AND FLOODING,3311,2010-03-12,2010-04-12,RI,Rhode Island                  
Major Disaster,Flood,"SEVERE STORMS, FLOODING, MUDSLIDES, AND LANDSLIDES",1918,2010-06-12,2010-06-29,WV,West Virginia                 
Major Disaster,Severe Storm(s),SEVERE STORMS AND FLOODING,1899,2010-03-13,2010-03-31,NY,New York                      
Fire Management,Fire,COWICHE MILLS FIRE,2848,2010-07-18,2010-07-21,WA,Washington                    
Emergency,Other,WATER MAIN BREAK,3312,2010-05-01,2010-05-05,MA,Massachusetts                 
Major Disaster,Severe Storm(s),SEVERE WINTER STORM AND SNOWSTORM,1886,2009-12-23,2009-12-27,SD,South Dakota                  
Major Disaster,Severe Storm(s),SEVERE WINTER STORM,1876,2009-12-24,2009-12-25,OK,Oklahoma                      
Major Disaster,Snow,SNOWSTORM,1873,2009-12-19,2009-12-20,NJ,New Jersey                    
Major Disaster,Severe Storm(s),SEVERE WINTER STORM,1868,2009-11-14,2009-11-16,KS,Kansas                        
Major Disaster,Severe Storm(s),SEVERE WINTER STORMS AND FLOODING,1871,2009-12-18,2009-12-25,NC,North Carolina                
Major Disaster,Severe Storm(s),"SEVERE STORMS, FLOODING, MUDSLIDES, AND ROCKSLIDES",1865,2009-10-06,2009-10-11,AK,Alaska                        
Major Disaster,Severe Storm(s),SEVERE STORMS AND FLOODING ASSOC W TD IDA & NOR'EASTER,1869,2009-11-12,2009-11-14,NY,New York                      
Major Disaster,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",1863,2009-10-29,2009-11-03,LA,Louisiana                     
Fire Management,Fire,TWIN FIRE,2840,2009-10-02,2009-10-08,AZ,Arizona                       
Major Disaster,Snow,SEVERE WINTER STORM AND SNOWSTORM,1874,2009-12-18,2009-12-20,VA,Virginia                      
Emergency,Severe Storm(s),SEVERE WINTER STORM,3307,2010-01-20,2010-01-29,AZ,Arizona                       
Major Disaster,Severe Storm(s),SEVERE STORMS AND FLOODING,1872,2009-12-23,2010-01-02,AR,Arkansas                      
Major Disaster,Severe Storm(s),SEVERE STORMS AND FLOODING,1870,2009-12-12,2009-12-18,AL,Alabama                       
Major Disaster,Earthquake,"EARTHQUAKE,TSUNAMI, AND FLOODING",1859,2009-09-29,2009-10-06,AS,American Samoa                
Major Disaster,Severe Storm(s),SEVERE STORMS AND FLOODING ASSOCIATED WITH TROPICAL DEPRESSION IDA AND A NOR'EAS,1867,2009-11-11,2009-11-15,NJ,New Jersey                    
Major Disaster,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",1861,2009-10-29,2009-11-08,AR,Arkansas                      
Major Disaster,Severe Storm(s),SEVERE WINTER STORM,1864,2009-11-16,2009-11-17,NE,Nebraska                      
Fire Management,Fire,PENDLETON FIRE,2836,2009-08-31,2009-09-05,CA,California                    
Fire Management,Fire,MILL FLAT FIRE,2831,2009-07-25,,UT,Utah                          
Major Disaster,Fire,WILDFIRES,1846,2009-04-09,2009-04-12,OK,Oklahoma                      
Major Disaster,Severe Storm(s),"SEVERE STORMS, TORNADOES, FLOODING, AND STRAIGHT-LINE WINDS",1842,2009-05-06,2009-05-08,AL,Alabama                       
Fire Management,Fire,KAUNAKAKAI FIRE,2834,2009-08-29,2009-09-07,HI,Hawaii                        
Fire Management,Fire,MICROWAVE FIRE,2829,2009-08-28,2009-09-01,OR,Oregon                        
Major Disaster,Severe Storm(s),SEVERE STORMS AND FLOODING,1844,2009-03-11,2009-07-06,SD,South Dakota                  
Major Disaster,Severe Storm(s),"SEVERE STORMS, FLOODING, TORNADOES, AND STRAIGHT-LINE WINDS",1840,2009-05-17,2009-05-28,FL,Florida                       
Emergency,Severe Storm(s),SEVERE WINTER STORM,3308,2010-01-28,2010-01-30,OK,Oklahoma                      
Fire Management,Fire,ODEN ROAD FIRE,2826,2009-08-21,2009-08-26,WA,Washington                    
Major Disaster,Severe Storm(s),SEVERE STORMS AND FLOODING,1858,2009-09-18,2009-10-08,GA,Georgia                       
Major Disaster,Severe Storm(s),"SEVERE STORMS, FLOODING, MUDSLIDES, AND LANDSLIDES",1838,2009-05-03,2009-06-08,WV,West Virginia                 
Major Disaster,Severe Storm(s),"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",1851,2009-06-12,2009-06-14,TN,Tennessee                     
Fire Management,Fire,YUBA FIRE,2825,2009-08-14,2009-08-21,CA,California                    
Fire Management,Fire,SOUTH COUNTY FIRE COMPLEX,2838,2009-09-21,2009-09-24,OR,Oregon                        
Major Disaster,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES",1837,2009-03-25,2009-03-28,MS,Mississippi                   
Major Disaster,Severe Storm(s),"SEVERE STORMS, FLOODING, STRAIGHT-LINE WINDS, AND TORNADOES",1849,2009-04-25,2009-05-16,KS,Kansas                        
Major Disaster,Snow,SEVERE WINTER STORM AND SNOWSTORM,1875,2009-12-18,2009-12-20,MD,Maryland                      
Emergency,Fire,EXPLOSIONS AND FIRE ,3306,2009-10-23,2009-10-26,PR,Puerto Rico                   
Fire Management,Fire,LOCKHEED FIRE,2824,2009-08-12,2009-08-23,CA,California                    
Fire Management,Fire,BUCKWOOD FIRE,2818,2009-05-06,2009-05-14,NM,New Mexico                    
Major Disaster,Severe Storm(s),"SEVERE STORMS, FLOODING, AND LANDSLIDES",1852,2009-06-18,2009-07-08,ME,Maine                         
Major Disaster,Severe Storm(s),SEVERE WINTER STORMS AND SNOWSTORM,1878,2009-12-22,2010-01-08,NE,Nebraska                      
Major Disaster,Severe Storm(s),SEVERE STORMS AND FLOODING,1860,2009-07-08,2009-07-14,KS,Kansas                        
Major Disaster,Severe Storm(s),SEVERE STORMS AND FLOODING ASSOCIATED WITH TROPICAL DEPRESSION IDA AND A NOR'EAST,1862,2009-11-11,2009-11-16,VA,Virginia                      
Fire Management,Fire,UNION VALLEY FIRE,2823,2009-07-28,2009-08-02,WA,Washington                    
Major Disaster,Hurricane,TROPICAL STORM IDA,1866,2009-11-09,2009-11-10,AL,Alabama                       
Fire Management,Fire,SHEEP FIRE,2841,2009-10-03,2009-10-09,CA,California                    
Fire Management,Fire,PV FIRE ,2828,2009-08-27,2009-08-29,CA,California                    
Major Disaster,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES",1853,2009-06-05,2009-06-26,NE,Nebraska                      
Fire Management,Fire,MULE PASS FIRE,2821,2009-05-18,2009-05-20,AZ,Arizona                       
Fire Management,Fire,JESUSITA FIRE,2817,2009-05-05,2009-05-22,CA,California                    
Fire Management,Fire,STATION FIRE,2830,2009-08-27,2009-09-25,CA,California                    
Fire Management,Fire,RED ROCK FIRE,2822,2009-07-15,2009-07-20,NV,Nevada                        
Major Disaster,Severe Storm(s),"SEVERE STORMS, TORNADOES, FLOODING AND MUDSLIDES",1841,2009-05-03,2009-05-20,KY,Kentucky                      
Fire Management,Fire,DRY CREEK FIRE COMPLEX ,2827,2009-08-21,2009-08-25,WA,Washington                    
Major Disaster,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",1839,2009-04-10,2009-04-10,TN,Tennessee                     
Fire Management,Fire,EAGLE MOUNT FIRE,2837,2009-09-03,2009-09-05,MT,Montana                       
Fire Management,Fire,OAK GLEN FIRE,2833,2009-08-30,2009-09-08,CA,California                    
Major Disaster,Severe Storm(s),SEVERE WINTER STORM AND RECORD AND NEAR RECORD SNOW,1848,2009-03-26,2009-03-29,KS,Kansas                        
Fire Management,Fire,GUIBERSON FIRE,2839,2009-09-22,2009-09-29,CA,California                    
Major Disaster,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",1845,2009-04-27,2009-05-23,AR,Arkansas                      
Major Disaster,Severe Storm(s),"SEVERE STORMS, FLOODING, AND TORNADOES",1850,2009-05-08,2009-05-09,IL,Illinois                      
Fire Management,Fire,WATER WHEEL FIRE,2835,2009-08-30,2009-09-05,AZ,Arizona                       
Major Disaster,Severe Storm(s),SEVERE STORMS AND FLOODING,1857,2009-08-08,2009-08-10,NY,New York                      
Major Disaster,Severe Storm(s),"SEVERE STORMS, TORNADOES, AND FLOODING",1847,2009-05-08,2009-05-16,MO,Missouri                      
Emergency,Snow,RECORD SNOW AND NEAR RECORD SNOW,3305,2009-03-27,2009-03-28,OK,Oklahoma                      
Fire Management,Fire,49 FIRE,2832,2009-08-30,2009-09-04,CA,California                    
Major Disaster,Flood,FLOODING AND ICE JAMS,1843,2009-04-28,2009-05-31,AK,Alaska                        
Major Disaster,Severe Storm(s),"SEVERE STORMS, STRAIGHT-LINE WINDS AND FLOODING",1855,2009-08-04,2009-08-04,KY,Kentucky                      
Fire Management,Fire,MARTIN COUNTY FIRE COMPLEX,2819,2009-05-11,,FL,Florida                       
Major Disaster,Severe Storm(s),SEVERE STORMS AND FLOODING,1856,2009-07-15,2009-07-17,TN,Tennessee                     
Fire Management,Fire,MILE 17 EAST END ROAD FIRE,2820,2009-05-12,2009-05-20,AK,Alaska                        
Major Disaster,Severe Storm(s),SEVERE STORM,1854,2009-07-10,2009-07-10,IA,Iowa                          
Major Disaster,Severe Storm(s),"SEVERE STORMS, FLOODING, TORNADOES, AND STRAIGHT-LINE WINDS",1836,2009-04-10,2009-04-13,AL,Alabama                       
Fire Management,Fire,MIDWEST CHOCTAW FIRE,2808,2009-04-09,,OK,Oklahoma                      
Fire Management,Fire,MULHALL FIRE,2813,2009-04-13,,OK,Oklahoma                      
Fire Management,Fire,1148 FIRE,2814,2009-04-09,2009-04-16,TX,Texas                         
Fire Management,Fire,HIGHWAY 31 FIRE,2816,2009-04-23,,SC,South Carolina                
Major Disaster,Severe Storm(s),"SEVERE STORMS, FLOODING, TORNADOES, AND STRAIGHT-LINE WINDS",1833,2009-03-26,2009-04-13,GA,Georgia                       
Fire Management,Fire,MCCLAIN COUNTY FIRE,2809,2009-04-09,,OK,Oklahoma                      
Fire Management,Fire,BRECKENRIDGE FIRE,2810,2009-04-09,2009-04-16,TX,Texas                         
Major Disaster,Tornado,SEVERE STORMS AND TORNADOES,1834,2009-04-09,2009-04-09,AR,Arkansas                      
Major Disaster,Severe Storm(s),"SEVERE STORMS, FLOODING, TORNADOES & STRAIGHT-LINE",1835,2009-03-25,2009-04-03,AL,Alabama                       
Fire Management,Fire,ELECTRA WEST FIRE,2805,2009-04-09,2009-04-14,TX,Texas                         
